doc3990-1|null|null|奥迪r8spyder更是r8超跑家族中最具个性的车型，是理性追求与感性抒发的巅峰之作。
doc4026-1|null|null|直接在生态广场停了3辆车：r8q7a4l。r8今日一见果真霸气啊！
doc4037-1|null|null|现在越看那个迈腾旅行车越喜欢大众终于有一台让我觉得不错的旅行车了
doc4286-1|null|null|奥迪a4我开过，2.0t提速不到8秒，很爽。
doc4325-1|null|null|奥迪还是挺结实的，气下囊，气帘也被证实可弹出且弹出及时，通过路试二星碰撞测试，安全有保障
doc4480-1|null|null|#红源奥迪小贴士#奥迪a4allroadquattro是市场中独一无二的高档中型全路况四驱旅行车。
doc4480-2|null|null|具备比avant这种漂亮的旅行车更佳的越野通过性，同时也拥有比suv更好的舒适性，集众家之长，成就“全路况环境下行驶”的强悍征服者！
doc4529-1|null|null|奥迪a8l本月表现良好，环比涨幅达19.31%超越宝马7系领跑关注指数，同时在口碑和活跃度指数分列第四和第二。
doc4632-1|null|null|我开了这几年的迈腾，觉得照明系统方面最有用的其实是那个低速转向侧方辅助照明功能，在黑咕隆咚路况不明的地方拐弯，真心好使！
doc4681-1|null|null|#easyopen#是迈腾2012款最炫的配置，在此系统帮助下，在感应钥匙随身携带的情况下，驾驶员只需把脚扫过后保险杠底部的感应器，后备箱盖便会自动开启，大大方便了双手持物的车主装载物品。
doc4841-1|null|null|从b6开始，最新的大众b级车开始在#一汽-大众#的长春工厂生产，也就是我们所熟知的以“动力、操控、科技、品质”赢得国内b级车用户的magotan迈腾系列，根据权威的第三方机构调研，迈腾位列中高级车品牌形象第一名。
doc4966-1|null|null|稳坐钓鱼台――图解2013款奥迪a4：奥迪的成就近几年大家有目共睹，a4一直是奥迪重点“培养”对象，自从在国内市场实施轴距加长的举动之后，赢得了众多消费者的青睐。
doc4983-1|null|null|全新设计的空力套件和20英寸的轮毂能够有效提升这台改装版奥迪r8的高速性能，尤其是在最高时速时候的稳
doc5015-1|null|null|奥迪永远是汽车科技先驱的代表，也是高品质轿车的典范，喜欢audi，也支持一下audi!
doc5033-1|null|null|#迈步同行#从08款到09款，再到今天的全新迈腾，迈友“东洲居士”一直心无旁骛，主要是因为迈腾低凋却不失激情、动力充沛且不失灵活。
doc5083-1|null|null|a4allroad我很喜欢，望它给我带来非凡体验！
doc5116-1|null|null|奥迪的混合动力跑起来好安静我在#上海国际赛车场#
doc5187-1|null|null|#迈腾#的轮胎最高速度等级为y级，能够保证轮胎承受最高300km/h的速度，承受能力远高于帕萨特的v级轮胎的240km/h。
doc5249-1|null|null|全新迈腾就能给您这样的感受，全车采用加强的发动机舱隔音垫、加厚的后门玻璃、消除地面传给车身震动的柔性后轴等十大静音降噪设计，高速行驶时，能将风噪隔绝在车外，甚至在低速行驶时，也能消除极微弱的噪音。
doc5301-1|null|null|这个推荐不给力吧，tsi+dsg技术都是第一代的，且dsg问题正在爆发，价格高，配置低，换我绝对推荐新蒙迪欧-致胜2.0gtdi，比起迈腾的变脸，致胜的变心来的更有诚意！
doc5303-1|null|null|本来要买飞腾的，最后提了瑞虎，因为还是城市道路用得多，瑞虎舒适性好些，性价比高。
doc5358-1|null|null|沃尔沃s60在日前美国公路安全保险协会（iihs）进行的全新小重叠面碰撞测试中获得了最好成绩“优”！
doc5550-1|null|null|一汽丰田卡罗拉，汇聚时代车市精华，耀世而生！
doc5585-1|null|null|#迈腾#的泊车系统设计巧妙、具有科技感，高清晰摄像头，图像清晰，拥有动静态双重停车线，给您最人性化的科技享受。
doc5607-1|null|null|奥迪a1sportback看似小身板，但装的都是满满的友情与梦想！
doc5708-1|null|null|新款迈腾的尾灯和辉腾一样哦，就是没有passat那样枪的霸气，而是枪杆弯了的。。
doc5781-1|null|null|#上海-安吉斯鸿#进入中国市场之初，斯柯达就将“运动”作为品牌营销的亮点之一，车子质量不错，与大众公用平台，晶锐有polo竞争。
doc5810-1|null|null|三款哑光奥迪r8――醉人的红，火热的橙，美丽的黑，都是大爱。
doc5969-1|null|null|每个人都喜欢跑车，我个人最喜欢bugatti.
doc5989-1|null|null|迈腾3.0v6和cc3.0v6均采用了经典的vr6发动机，它是大众集团最为经典的v12发动机的一半，、堪称汽车动力系统里的一朵奇葩，特殊的小夹角结构可以使其占用更小的空间，为车辆整体的结构布局提供了更为广阔的可行性。
doc6306-1|null|null|在这样一款高度智能化、科技化、安全、低油耗的三厢家轿中，新思域无论是乘坐还是驾驶都充满了新鲜感，这无疑提升了驾驶乐趣和车型魅力。
doc6555-1|null|null|创造一个时代不仅需要勇气，更需要实力，从cr-v时代，到艾力绅时代，东风本田一直都很用心。
doc6624-1|null|null|顺便看看车，大众迈腾不错啊！
doc6697-1|null|null|电镀银白奥迪a5，日本大阪改装车展的惊艳尤物。
doc6786-1|null|null|奥迪a8l率先使用了全铝车身，不仅坚固耐用，而且减轻了车身重量，为汽车带来更加强劲的动力表现。
doc6786-2|null|null|全新奥迪a8l标配了quattro全时四轮驱动系统、自适应空气悬挂、奥迪驾驶模式选项等奥迪品牌引以为傲的高科技配置。
doc6803-1|null|null|其实广州以前还有好多款老车，比如日产公爵y30以前是中国大酒店的出租车，全的，也是很怀念。
doc6803-2|null|null|怀念广州八九十年代的出租车和老车，丰田皇冠120就是很典型的车型，它的车型也是比较耐看，印象很深刻！
doc6830-1|null|null|奇瑞a3搭载了奇瑞首款自主cvt变速箱，拥有完全自主知识产权，试驾过程中其平顺性表现还是值得肯定的，另外变速箱拥有学习功能，可以领悟驾驶员的驾驶风格而做出调整。
doc6831-1|null|null|奇瑞那辆城市suv应该叫瑞虎吧，今天彻底改变我对奇瑞这个牌子的看法，人一索纳塔直接后入式结果凹了半张脸，奇瑞只是屁股擦破皮，看来棒子的车也不靠谱
doc6874-1|null|null|今天试驾同事旗舰版迈腾，让我彻底对其它牌子毫无兴趣~dasauto！！！
doc6973-1|null|null|大众近五年来在中国市场创造的销售神话的同时，让我联想到了08年的丰田。
doc7006-1|null|null|24日，江淮、奇瑞、长城、长安、海马等民族品牌成为第27届圣保罗车展上一大亮点，中国汽车品牌也走向世界啦，国货当自强，国人还是要多多支持咱们自己的品牌，大家说是吗？
doc7014-1|null|null|#恭喜中汽西南再添新品牌#德国进口大众西雅特7折超低价格开卖，直接冲击高尔夫gti、高尔夫、奥迪a3、宝马118i、福克斯、英朗gt，更高的配置、更强的操控、同样的价格，不选西雅特情何以堪。
doc7079-2|null|null|月底新桑塔纳就上市了，网友反应买速腾朗逸迈腾帕萨特的要哭了。
doc7082-1|null|null|其实我不喜欢奔驰宝马奥迪，我喜欢凌志，对它有种独特的情感，每次路上有一辆凌志开过去，我就会停住脚多看几眼。
doc7342-2|null|null|迈腾就相对低调，于是我收回“什么腾都会让人蛋疼，绝不考虑”，真的还是可以考虑的。
doc7364-1|null|null|奥迪已经不烧机油了，请不要乱说
doc7462-1|null|null|一汽-大众迈腾是安全的最佳选择(uc浏览器)
doc7496-1|null|null|这款旅行车空间大，省油，动力好，功能强大，是最最适合自驾游的车哦，太稀饭了
doc7552-1|null|null|昂贵的材质配上超快的速度，真牛！
doc7632-1|null|null|我也好喜欢宝马啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
doc7637-2|null|null|a3sportback五门版继承了之前发布的三门版的造型设计，但车身轴距更长，更加值得关注的是它将会在2014年引入国产。
doc7685-1|null|null|沃尔沃注重安全不是浪得虚名啊相比奔驰和奥迪的碰撞成绩就太让人失望了。
doc7773-1|null|null|广汽丰田敏锐的洞察到这一市场转变，并迅速推出至尊体验版的#新汉兰达#迎合市场的发展需求，获得了众多消费者的青睐
doc7807-1|null|null|奥迪t:血统纯正的跑车动力强劲，做工精良操控性好，配置丰富外形太酷了纯白的车身更增添了许多高贵
doc7830-3|null|null|~没关系，帕萨特+迈腾还在延续神车的dna.....
doc7881-1|null|null|这是我家的第一辆车，牌子是迈腾，一汽大众生产的，黑色，外观很漂亮。
doc7942-2|null|null|奥迪r18e-tronquattro声音好独特！
doc8023-1|null|null|好低调的大帕萨特！
doc8041-1|null|null|新奥迪a4l全系采用led照明技术的牌照架，使人们在黑暗中也能辨别车辆牌照，而且该灯在示宽灯亮起后也会随之亮起示意车身范围，不仅节省能源、延长使用寿命，而且有助行车安全。
doc8046-1|null|null|简而言之，因为其效率高，能耗低，寿命长，而且绿色环保又漂亮。
doc8110-1|null|null|作为国内惟一成熟的高档车制造基地，一汽-大众严格按照c级车生产标准制造全新迈腾。
doc8154-1|null|null|那是一汽大众4s的服务确实顶呱呱，客户忠诚度很高迈腾是好车。
doc8217-1|null|null|刚看完大众新甲壳虫的广告，比起什么国产速腾，迈腾的广告，不是同一个档次的。
doc8293-1|null|null|驭动力出品全新奥迪a6l以智能科技带来安全与便捷
doc8339-1|null|null|话说有一次我打车打到过老款奥迪100运气不错，宽敞而且没出租车的臭味
doc8434-2|null|null|凯美瑞#可以用“全能冠军+单项冠军”来形容第七代凯美瑞，在同级车中综合油耗最低、舒适性和安全配置最丰富、自然吸气发动机中提速最快、制动距离最短、风阻系数最小等。
doc8509-1|null|null|就算如果将来发迹了，哥的首选也是卡迪拉克
doc8509-2|null|null|我就看美国车顺眼，福特皮卡，野马，卡迪才是最爱；
doc8526-2|null|null|迈腾驾驶的舒适度和安全性能非常高，除了继承了纯正的德国大众传统之外，针对中国版的迈腾加长了轴距，使得后排的空间得到了极大的提升，底盘悬架的突出使得舒适性大幅度上升。
doc8575-1|null|null|在美国的汽车市场，现代崛起非常快，直逼丰田和本田。
doc8679-1|null|null|#cr-v-开创美好生活#做为城市轻型suv，东风本田cr-v2.0两驱版的综合能力是值得肯定的。
doc8740-1|null|null|迈腾专用定制bilsteinb12避震器套装，性价比及高的避震保证了舒适性的同时，提高了操控性，车身也降低了4cm，何乐而不为？？？
doc8750-2|null|null|德国大众的换代产品将很有可能推出加长版，四缸柴油引擎和减重300公斤的消息让人对于下一代途锐的油耗持乐观态度，可惜柴油版咱们是没福气享受了。
doc8772-1|null|null|比亚迪f3是比亚迪车厂生产的第一款车型，也是除qq外，另一个自主品牌车型传奇，现在经过多次改良后，已经在各方面都比较平衡，无论在性价比还是实力上。
doc8799-1|null|null|丰田威武喔，自产零件，自己维修，洗费不大，但获得美誉或更多的收入
doc8815-1|null|null|但貌似大众集团本地化做得更好。
doc8907-1|null|null|这个造型蛮好！
doc8937-1|null|null|丰田的摩托很威风嘛今年的国庆连休日高速公路车流激增，一旦发生严重拥堵，我们将利用摩托车特勤护卫队其快速，灵活，机动的特点，直接开赴高速公路指挥疏导交通！
doc8988-1|null|null|在沃尔玛山姆会员店看到的国产照明品牌，比亚迪led灯泡，听说销量非常好，是节能环保人士的最佳选择，能节省不少银子。
doc9032-2|null|null|好看~~~~奥迪已经疯了～不过q2看起来比q3好看啊，要是还没买q3，是不是会想：等等q2吧？
doc9041-1|null|null|回家路上遇到一辆奥迪a7，据说它时速超过130就能自动升起尾翼，妈呀太拉风了吧。
doc9055-1|null|null|老在美剧里看见这种大大的全尺寸雪佛兰执法车，今天在大院看见一部，真tm霸气啊……
doc9084-1|null|null|而像比亚迪这样同时将涡轮增压及缸内直喷技术成熟运用的品牌在国内实属少见，目前国内仅有大众和比亚迪同时拥有这两项技术，比亚迪正引领着自主品牌的动力技术潮流。
doc9091-1|null|null|其实福特的流水线，极端重视#流动#，非常的敏捷。
doc9177-1|null|null|奥迪a1五门版的空间实用性对于日常使用来说已经足够。
doc9191-1|null|null|1随心驾驭#长安福特蒙迪欧，不管在什么地方，就好像漆黑中的萤火虫一样，是那样的鲜明，那样的出众。
doc9191-2|null|null|衷心期盼长安福特蒙迪欧在以后的日子里更厚重、更大气、更全面，锐意进取、自我超越，成为大家心中的最爱！
doc9199-2|null|null|新一代的甲壳虫太漂亮了！！
doc9222-1|null|null|雪佛兰corvette超长版跑车，霸气震惊了我!
doc9238-1|null|null|但不管如何，当消费者发现比亚迪有些车造的确实漂亮，现在又了解他们在质量管理上也不含糊，好感一定会增加。
doc9268-1|null|null|4s保养也能如此透明。
doc9295-1|null|null|你喜欢好的，对，几乎德系的车都是很不错，各方面也不会比丰田差。
doc9295-3|null|null|嗯，很不错的一款汽车g6各方面都不错，又有很高的性价比，总之，我推荐的是德系的车子，大众各种款式，满足低中高端的不同阶段的人，还有就是g6
doc9318-1|null|null|#东风honda上海9周年#东风本田是国内著名的汽车厂商，虽然旗下的产品并不丰富，但旗下的cr-v、思域等车型在细分成绩市场上均取得了不错的销售成绩。
doc9352-1|null|null|全新别克gl8前脸延续家族车型的特征，时尚现代的饱满外型，宽大舒适的驾乘空间，以及采用智能科技化的装备，突显出新一代gl8独特的尊贵地位，以首席商务舱的称号来形容它，绝对不为过。
doc9360-1|null|null|看好比亚迪的理由很简单：中国最具创新性的汽车制造商。
doc9372-3|null|null|但自从彼得希瑞尔来到起亚，现代建立五大设计中心，韩国车越来越漂亮，销量在部分市场（如中国）大有追赶日系之势。
doc9401-1|null|null|1汽车趣闻#图中这辆车看起来十分“骨感”，但是别被你的眼睛迷惑，这可是一台被完整修复的1939年古董赛车，不仅如此，他还搭载了可输出200马力的福特flatheadv8发动机，飞驰起来可是动力十足！
doc9406-1|null|null|作为大众汽车销量最多的车型，与大众甲壳虫一样，高尔夫在世界汽车工业的发展史上都有着重要的意义。
doc9406-2|null|null|自1974年诞生以来，golf高尔夫已有37年的历史，至今历经六代发展，其累计销量也已经达到了接近3000万辆，仅次于3200万辆的丰田花冠，成为排名第二的全球最畅销家用车。
doc9422-1|null|null|碉堡了#福特乐活#姑娘们都很喜欢吧福特fab1――这是福特专门为电影《太阳鸟》而特别制作的一款陆空三栖六轮跑车，它的外观，尤其是前脸造型沿用了很多福特经典跑车雷鸟的设计元素电影里它可是能跑，能飞，能下水
doc9451-1|null|null|最牛逼的是奔驰c200quattroamg。。。。
doc9479-1|null|null|很喜欢福特的车，很帅气的车啊#新福克斯赛车涂装大赛#
doc9492-1|null|null|不得不说奥迪家族前脸就是比大众好看。
doc9512-1|null|null|我最期待的车型，不知道这次什么定位，应该还是偏运动，既然偏运动，就用过把powershift调的更激情点，福特的发动机是牛逼，这次内饰进步明显，就是不知道这个大嘴造型中国人接不接受，要是接受就好说了，动力，外观，内饰，空间，油耗，操控，还有福特一直比大众靠谱的价格，希望能有好成绩吧
doc9549-1|null|null|美国最受欢迎肌肉跑车之一的雪佛兰克尔维特除了拥有便宜又大碗的美誉之外，它同时也是偷车贼相当喜爱锁定的目标。
doc9550-1|null|null|实话说，奥迪操控性实在太好了，几乎超过了宝马，奔驰不谈了
doc9551-1|null|null|今天跟车奥迪，人家起步轻踩油门我要哄出法拉利的声音才能保证不被加塞
doc9565-1|null|null|性能的话我觉得你还不如买k6性价比最高的我觉得是他，排量，极速外形对于我来说足够了改啦？
doc9571-1|null|null|10年前奥迪用led技术引领了灯光潮流，让座驾鲜明可辨。
doc9571-2|null|null|看似简单的转变却将引领未来几年的潮流，而下一代q7将会是奥迪采用全新灯光设计语言的第一款车型。
doc9608-1|null|null|喜欢#别克英朗#觉得开起来挺舒服很舒服内饰宽敞我也很喜欢
doc9625-1|null|null|还是奥迪好呀开奔驰宝马的也全部中枪啊
doc9660-1|null|null|日本车最好了。
doc9660-2|null|null|我最喜欢日本生产的汽车了。
doc9660-4|null|null|开过凌志ls420，一天800公里也不累，宁静，避震如丝稠；
doc9660-5|null|null|在北领地的高速开丰田rav4，一路油门踩着150到170km／小时，一点也不飘。
doc9660-6|null|null|丰田佳美2.2千禧年版本的，1.6吨重5座轿车，一缸70升跑900公里以上，日本朋友做的发动机也很好。
doc9689-2|null|null|最近去了比亚迪，奇瑞，他们自主开发的图像辅助驾驶系统都不错，他们的车上也都装了。
doc9701-1|null|null|上周末大众举行家庭日工厂开放日活动，期间可以试乘试驾大众奥迪所有车型，出差没去上，去了的同事都在议论即将上市的“新捷达”，其外形和配置都比老捷达强许多，9万左右的价位非常有竞争力，一汽大众是最能折腾的公司，就一款捷达，都已经在中国乃至全世界卖出了“神级的销量，绝对后无来者。
doc9707-1|null|null|508还很注重驾乘的行政舒适感。
doc9714-1|null|null|奔驰果然比众泰牛逼。
doc9717-1|null|null|#改款突显性价比试驾起亚福瑞迪纪念版#这款全新发布的车型以其丰富的配置和超强的静谧性给我留下了极为深刻的印象。
doc9717-2|null|null|作为k3的上一代车型，福瑞迪在k3上市之后依然会以纪念版的形式继续销售，主打性价比，用更实惠的价格吸引消费者。
doc9728-2|null|null|雪佛兰corvette诞生于1953年，它是二战之后，美国经济开始大步前进的标志之一，它甚至可以被称为美国的国宝级跑车，可以与意大利的法拉利、德国的保时捷、英国的astonmartin、日本的nsx和gt-r齐名。
doc9797-2|null|null|我却以为，这就对了，高尔夫，不论你变得如何出色，你还应该是一部高尔夫，不是辉腾更不是奥迪，实惠实际实用才是你的本源，我欣赏新车的不变应万变的淡定！
doc9817-2|null|null|全新福特蒙迪欧2850毫米的轴距与老款保持一致，4.8米长的车身比现款稍长，这意味着新车是基于现有平台的改进。
doc9866-1|null|null|这家是比亚迪西安嘉丽店，做得确实不错。
doc9866-2|null|null|今天看了西安这家比亚迪示范店，做的很规整。
doc9881-1|null|null|基于pq25平台拓展的伪中级车大众新捷达、新桑塔纳、斯柯达rapid和可能国产的西亚特toledo是国人最梦想的8-12万元的车，人们又将陷入对比这四款车的漩涡，它们将在中国为大众带来至少60万的年销量，刷新单个平台销量记录
doc9885-1|null|null|内饰真好看，我就是觉得比奥迪和奔驰做的好
doc9894-1|null|null|内在成熟外表帅气的新高尔夫成为大众汽车品牌的领军者，无可替代地成为主力车型。
doc9947-1|null|null|很明显，三大品牌，奥迪已经一骑绝尘奥迪已经把led玩到炉火纯青，引领文化的潮流
doc9952-1|null|null|我更喜欢捷豹。
doc9952-2|null|null|刚刚看完哈林组的终极考核，感觉金池就像一辆奥迪，看起来很美；
doc9952-3|null|null|王韵壹就像一辆捷豹，出身名门，做工精细，因其我行我素的个性，尽管很多人会喜欢但只有少数人会买；
doc9954-2|null|null|广汽丰田的服务一直都非常强。
doc9959-1|null|null|不过新发布的广告作品让人耳目一新。
doc9963-2|null|null|好厉害好档次！！
doc9980-1|null|null|#巴黎车展#日产jukenismo量产车型，与之前的概念版车保持高度一致，搭载1.6升涡轮增压发动机，图上看，该车的外观绝对是加分项，怪异的前脸，19寸铝合金轮毂和nismo赛车元素组合在一起，形成一个独树一帜，前卫灵活运动的跨界suv车型。。
doc10061-2|null|null|部福特加速好hi快。
doc10072-1|null|null|#奥迪#crosslanecoupe概念车，其敞篷的设计十分别致。
doc10073-1|null|null|马自达和本田的红蓝颜色依然诱惑？
doc10073-2|null|null|6点到汕头，现在8：20才等到洲车，在路边不看美女，看车，本田和现代还是那么线条美；
doc10088-1|null|null|我和福特很有缘，租了辆车，这是我很喜欢的挑战者！
doc10213-1|null|null|在2003年推出之后，gd飞度就以多功能家用车，同时携带着本田的运动基因这个双重性格，获得了家用车以及改装界两个截然不同的领域内的双重成功，可以说是绝无仅有的经典车型了。
doc10222-1|null|null|威驰采用丰田先进的汽车技术，其燃油经济性和环保性能均是各自细分市场的佼佼者。
doc10222-2|null|null|发表了博文《“节能”加冕，德州丰田威驰双节购有礼》-一直以来，一汽丰田旗下车型在低油耗、低排放方面享有盛誉。
doc10263-1|null|null|租了车，是福特cmax，我很喜欢的小白。
doc10264-2|null|null|无论是外形，还是操纵或舒适性，花冠都不偏不倚。
doc10264-4|null|null|也正因此，有内涵的花冠博得了最广泛的认同，在新京报超级汽车评选中名列10强车型之内。
doc10373-2|null|null|老爸说想换个suv，比较了大众，kia，本田，本田的suv是性价比最高啊。。。。
doc10380-1|null|null|品牌中国产业联盟主席艾丰教授开的也是ec8，他说ec8比他那辆奥迪a6-2.4一点都不差。
doc10380-2|null|null|比亚迪、奇瑞、长城的车也不错，中国人以后还是要多用中国车，如此中国汽车才能早日强，政府和军队采购如果能带头用就更好了。
doc10475-1|null|null|况且奥迪a3优势也很大…
doc10552-1|null|null|这广告成本不算高，又有了保障广汽丰田此举值得称赞，大气，责任。
doc10576-1|null|null|橙色火焰装奥迪rs5coupe双门小跑，搭载adv5.1金属黑磨砂轮毂，明媚优雅的车身犹如一道闪电，划破云霄！
doc10600-1|null|null|支持宏宇起亚，也祝好车大卖！
doc10600-3|null|null|#宏宇起亚-秀出精彩#款款靓丽、经典的车型，“起亚”总能带给我们惊喜！
doc10621-1|null|null|我决定了，特色班、、奔驰，丰田，雪铁龙，别克，奥迪我对你们还是不感兴趣，大众，我来了、、，希望你能收留我吧？
doc10628-2|null|null|前几天在高速上看到一辆白色的福特皮卡，顿觉相当得拉风，心神向往之，今天上网一查，乖乖！
doc10632-1|null|null|这幺小小年纪就知道宝马比本田好，毫不犹豫奔向宝马，又一势利鬼！
doc10634-3|null|null|不知道为啥，我突然就觉得起亚k2三厢白色的特别帅气。。
doc10773-1|null|null|支持比亚迪。
doc10790-1|null|null|路虎赢中大尺寸和全尺寸
doc10790-2|null|null|中型车销量第一：宝马3；
doc10790-3|null|null|中大型车销量第一：奥迪a6l；
doc10790-4|null|null|我猜想是紧凑型车销量第一：奔驰a-class；
doc10801-1|null|null|东风本田不会这么对待客户的，来的都是上帝。
doc10816-1|null|null|突然想到在车轮处都插上狼牙棒，就成为真正的战车了，哈哈good美国福特公司日前为2013年发布了一款体型最大、最豪华、最昂贵的大皮卡
doc10836-1|null|null|捷豹陆虎有惊喜。
doc10872-1|null|null|前脸巨霸气，我喜欢！
doc10872-2|null|null|重要的是它是奥迪！！！
doc10873-2|null|null|老款别克复古造型盗用的图大爱！
doc10923-1|null|null|今晚的别克很舒服.
doc10926-1|null|null|福特这蒙迪欧霸气侧漏一地啊！
doc10928-1|null|null|窝窝产品一直不错，类奥迪的低调奢华，且向内更有质感，向外更有灵气。
doc10929-1|null|null|比起小日本和大众来说，福特还是一个诚实可靠的品牌。
doc10947-1|null|null|昨日，在长春市重庆路上，一辆全身镶满“钻石”的别克车非常炫目，整个车身和后风挡上贴满了银色和粉色的彩钻。
doc10961-1|null|null|日产gt-r，有人说它是一辆很好开的超跑，确实如此，先进的电子系统，不算很硬的悬挂，智能四驱系统保证了转弯加速的抓地力，三四百米就能挂上4挡，百公里加速的快感足以让人恐惧，不过过百之后你会发现这车即使到了三百公里依旧非常平稳，安静，容易驯服，这就战神。
doc10966-1|null|null|1随心驾驭#呵呵，很喜欢这次活动，支持蒙迪欧致胜！
doc10983-1|null|null|广汽丰田的服务一直都非常强。
doc11055-1|null|null|quattro全时四驱系统是最早的四驱系统，也是至今最好的四驱系统，不管是崎岖山路，还是冰天雪地，奥迪quattro征服的决心的能力从未改变
